id,subject,qtype,final_score,S1,S2,S3,S4,S5,S6,S7,S8,S9,has_image,confidence,top_signal,top_reason
5f5b685d77d3f86e65edec46,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b685d77d3f86e65edec45,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b72a877d3f86e65edec5a,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b72a877d3f86e65edec5b,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f7fec7770ebdd749d247afa,chemistry,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b72a877d3f86e65edec5c,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b72ab77d3f86e65edec60,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b773177d3f86e65edec64,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b773177d3f86e65edec63,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b773177d3f86e65edec66,unknown,scq,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S8,"High MathML density (3 <math> tags, 243 visible chars)"
5f5b77b177d3f86e65edec68,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
63ea553864bd8d058cd1720b,unknown,scq,0.165,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.5,0.0,0,unlikely,S3,Orphaned options: 4/8 labels have <15 chars
5f5b77b177d3f86e65edec69,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b77b277d3f86e65edec6b,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b72a877d3f86e65edec59,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b79ff77d3f86e65edec71,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b79ff77d3f86e65edec73,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b79ff77d3f86e65edec72,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b7a0077d3f86e65edec74,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b7a0077d3f86e65edec75,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b7ae277d3f86e65edec7a,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b7ae277d3f86e65edec77,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5d139477d3f86e65eded5e,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
63ecd452e776590601097ac2,unknown,scq,0.0633,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S2,Spatial medium signals: 1 matches
5f5b7ae277d3f86e65edec79,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b7cbc77d3f86e65edec7b,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
63ecd452ce7b340607a6869b,unknown,scq,0.115,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S3,Orphaned options: 6/8 labels have <15 chars
63ecd453e776590601097ac8,mathematics,scq,0.1509,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.5,0.0,0,unlikely,S3,Orphaned options: 6/8 labels have <15 chars
63ecd453ce7b340607a6869d,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b7cbd77d3f86e65edec7c,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b7cbd77d3f86e65edec7f,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b7cbd77d3f86e65edec7d,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
63ecd4cfce7b340607a686d3,unknown,scq,0.0667,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 6/9 labels have <15 chars
5f5b7da377d3f86e65edec80,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
63ecd4cfe776590601098000,mathematics,scq,0.0333,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 3/8 labels have <15 chars
63ecd4cfce7b340607a686d5,mathematics,scq,0.102,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S3,Orphaned options: 6/8 labels have <15 chars
5f5b7cbd77d3f86e65edec7e,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b7da377d3f86e65edec82,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b7da377d3f86e65edec81,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b7da377d3f86e65edec84,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
63ecd4cfe776590601098006,unknown,scq,0.0374,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0,unlikely,S8,Coordinate pairs found: 1
63ecd4cfce7b340607a686d7,unknown,scq,0.1092,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S3,Roman numeral options with short/empty text
63ecd61be7765906010991a7,unknown,scq,0.075,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 6/8 labels have <15 chars
5f5b7fe477d3f86e65edec86,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
63ecd61bce7b340607a6871a,unknown,scq,0.0863,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S3,Orphaned options: 4/8 labels have <15 chars
63ecd61be7765906010991ad,mathematics,scq,0.0765,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S3,Orphaned options: 4/8 labels have <15 chars
5f5b7fe477d3f86e65edec85,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
63ecd61bce7b340607a6871c,mathematics,scq,0.0443,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 4/8 labels have <15 chars
63ecd61ce7765906010991af,mathematics,scq,0.0892,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S3,Orphaned options: 5/8 labels have <15 chars
63ecd6b2ce7b340607a6874c,mathematics,scq,0.0333,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 3/8 labels have <15 chars
5f5b835777d3f86e65edec8c,unknown,scq,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S8,"High MathML density (3 <math> tags, 264 visible chars)"
63ecd6b2e776590601099bc6,mathematics,scq,0.0637,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S3,Orphaned options: 3/8 labels have <15 chars
63ecd6b2e776590601099bc8,mathematics,scq,0.0333,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 3/8 labels have <15 chars
5f5b84df77d3f86e65edec92,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b84df77d3f86e65edec93,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
63ecd6b3e776590601099bca,mathematics,scq,0.0443,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,unlikely,S4,Pronoun with possible missing antecedent
5f5b84df77d3f86e65edec91,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
63ecd6b3ce7b340607a6874e,unknown,scq,0.115,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S3,Orphaned options: 6/8 labels have <15 chars
5f5b865677d3f86e65edec96,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b865677d3f86e65edec98,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b865677d3f86e65edec97,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b84df77d3f86e65edec90,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5b95c577d3f86e65edeca0,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5bb72877d3f86e65edecae,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5bb72877d3f86e65edecb0,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5bb72877d3f86e65edecb1,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5bbb2077d3f86e65edecb3,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5bbb2077d3f86e65edecb6,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5bbb2077d3f86e65edecb7,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
63ee10dd24ec9b2ebb7bf22b,unknown,scq,0.1265,0.0,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 14/20 labels have <15 chars
5f5bc5e977d3f86e65edecc7,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5bc5ea77d3f86e65edecc9,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
63ee112c24ec9b2ebb7bf405,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5bc85577d3f86e65edecce,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5bc85577d3f86e65edeccf,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
63ee112d24ec9b2ebb7bf407,biology,scq,0.101,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 12/20 labels have <15 chars
5f5bc85577d3f86e65edecd0,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5bca7877d3f86e65edecd4,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5c62ce77d3f86e65edece1,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5c62ce77d3f86e65edece2,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
63ee118224ec9b2ebb7bf6ef,mathematics,scq,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,"FORCED LOW: long self-contained text, no visual signals"
5f5c62ce77d3f86e65edece3,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5c68da77d3f86e65edece5,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5c68da77d3f86e65edece6,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5c68da77d3f86e65edece8,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5c68da77d3f86e65edece9,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5c6fe377d3f86e65edeceb,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5c6fe377d3f86e65edeced,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5c772d77d3f86e65edecef,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5c86a677d3f86e65edecf5,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5c86a777d3f86e65edecf8,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5c916977d3f86e65edecfb,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
62291a8ab70e4b50e44f7fb6,mathematics,scq,0.5491,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,possible,S1,Explicit ref: 'figure'
62291a8a1f1d6050de00e31f,physics,scq,0.0734,0.0,0.0,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0,unlikely,S4,Orphaned options: 2/8 labels have <15 chars
5f5c946077d3f86e65edecfe,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
62291a8ab70e4b50e44f7fb8,physics,scq,0.1372,0.0,0.0,0.25,0.4,0.0,0.0,0.0,0.5,0.0,0,unlikely,S4,Orphaned options: 2/8 labels have <15 chars
62291a8a1f1d6050de00e321,physics,scq,0.4227,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,Explicit ref: 'the image'
5f5c977477d3f86e65eded04,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5c9eaf77d3f86e65eded09,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
62291a8ab70e4b50e44f7fba,physics,scq,0.0701,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 6/8 labels have <15 chars
5f5c9eaf77d3f86e65eded0c,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5ca00377d3f86e65eded0d,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5ca8fb77d3f86e65eded12,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5ca00377d3f86e65eded10,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5ca8fc77d3f86e65eded15,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
62291e20b70e4b50e44f7fbc,physics,scq,0.4355,1.0,0.0,0.375,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S1,Explicit ref: 'the image'
62291e201f1d6050de00e325,mathematics,scq,0.0382,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S8,Orphaned options: 1/8 labels have <15 chars
62291e20b70e4b50e44f7fbe,physics,scq,0.3271,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,Explicit ref: 'the image'
62291e201f1d6050de00e327,physics,scq,0.0701,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 6/8 labels have <15 chars
5f5cacf077d3f86e65eded1e,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
62291e21b70e4b50e44f7fc0,physics,scq,0.5484,1.0,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1,possible,S1,Explicit ref: 'figure'
622921021f1d6050de00e329,physics,scq,0.0234,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 2/8 labels have <15 chars
5f5caece77d3f86e65eded21,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
62292102b70e4b50e44f7fc2,physics,scq,0.0508,0.0,0.0,0.2222,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S8,Orphaned options: 2/9 labels have <15 chars
5f5cacf077d3f86e65eded20,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5caece77d3f86e65eded22,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5caecf77d3f86e65eded24,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
622921021f1d6050de00e32b,physics,scq,0.0701,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 6/8 labels have <15 chars
62292103b70e4b50e44f7fc4,physics,scq,0.0701,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 6/8 labels have <15 chars
5f5caecf77d3f86e65eded25,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
622921031f1d6050de00e32d,physics,scq,0.0701,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 6/8 labels have <15 chars
622923b0b70e4b50e44f7fc6,physics,scq,0.0672,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S3,Orphaned options: 3/8 labels have <15 chars
622923b01f1d6050de00e32f,physics,scq,0.0701,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 6/8 labels have <15 chars
5f5cb1c377d3f86e65eded2c,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5cb1c377d3f86e65eded2d,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5cb1c377d3f86e65eded2b,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
5f5cb1c377d3f86e65eded2f,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
622923b01f1d6050de00e331,physics,scq,0.0388,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S8,Orphaned options: 1/9 labels have <15 chars
622923b0b70e4b50e44f7fca,physics,scq,0.0701,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S3,Orphaned options: 6/8 labels have <15 chars
622923b0b70e4b50e44f7fc8,physics,scq,0.0234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,unlikely,S8,"High MathML density (16 <math> tags, 917 visible chars)"
6229270c1f1d6050de00e333,unknown,scq,0.139,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.7,0,unlikely,S3,Orphaned options: 4/8 labels have <15 chars
5f5cbb9277d3f86e65eded39,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
6229270cb70e4b50e44f7fcc,unknown,scq,0.659,1.0,0.8,0.75,0.0,0.0,0.0,0.0,0.0,0.7,1,probable,S1,Explicit ref: 'figure'
5f5cbd6677d3f86e65eded3a,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
6229270c1f1d6050de00e335,unknown,scq,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,unlikely,S9,Vector/spatial: optics angle (needs ray diagram)
5f5cbd6677d3f86e65eded3c,unknown,scq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unlikely,S1,
6229270cb70e4b50e44f7fce,unknown,scq,0.624,1.0,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.7,1,probable,S1,Explicit ref: 'figure'
