Rank | Question ID | Score | Subject | Flagged
  200 | 63e78e348a90e86dacae5e1e | 0.570 | physics     | True
  201 | 622c6fb41f1d6050de0125da | 0.570 | unknown     | True
  202 | 6229adfbb70e4b50e44f9ee0 | 0.570 | unknown     | True
  203 | 622f29d7b70e4b50e4501155 | 0.568 | unknown     | True
  204 | 622897691f1d6050de00b25a | 0.565 | unknown     | True
  205 | 62288e7db70e4b50e44f518d | 0.564 | physics     | True
  206 | 6256d7f4a7c2062b0d375432 | 0.564 | physics     | True
  207 | 622c73e21f1d6050de01272b | 0.564 | physics     | True
  208 | 622c714ab70e4b50e44fd6a8 | 0.564 | physics     | True
  209 | 622f0265b70e4b50e4500926 | 0.564 | physics     | True
  210 | 622f0265b70e4b50e4500928 | 0.564 | physics     | True
  211 | 68c7fff7fb6b2f16e2d3b7dc | 0.564 | physics     | True
  212 | 6228871bb70e4b50e44f500d | 0.563 | mathematics | True
  213 | 6228cd481f1d6050de00b8f7 | 0.561 | physics     | True
  214 | 622cd5131f1d6050de013125 | 0.560 | unknown     | True
  215 | 607074f7dcedb97df8e5792a | 0.560 | unknown     | True
  216 | 60d986593cc86d05a86614ce | 0.560 | unknown     | True
  217 | 63a1a5b16873ea1f328b2367 | 0.560 | unknown     | True
  218 | 68c80bd61b1dbc16dc93c9d5 | 0.560 | unknown     | True
  219 | 63c7cc550689a115477eafdc | 0.555 | physics     | True
  220 | 62395f1f1f1d6050de02ab03 | 0.555 | physics     | True
  221 | 625d8f4c91b8a8717d51879e | 0.555 | physics     | True
  222 | 6229e50e1f1d6050de00f770 | 0.552 | physics     | True
  223 | 63628267fd766b24f252c1e6 | 0.552 | physics     | True
  224 | 6023ef369783a77179c17188 | 0.550 | chemistry   | True
  225 | 6270a6bbb7665b0c2f080e1e | 0.550 | mathematics | True
  226 | 62291a8ab70e4b50e44f7fb6 | 0.549 | mathematics | True
  227 | 622eed07b70e4b50e45004f7 | 0.549 | mathematics | True
  228 | 68c665aefb6b2f16e2d32720 | 0.549 | mathematics | True
  229 | 622cc30b1f1d6050de012f0f | 0.549 | physics     | True
  230 | 62291e21b70e4b50e44f7fc0 | 0.548 | physics     | True
  231 | 636899effd766b24f253bb1c | 0.548 | physics     | True
  232 | 636fba4b23916848965481ab | 0.548 | physics     | True
  233 | 636fba9723916848965481e1 | 0.548 | physics     | True
  234 | 6378b695d701b56ae7863d4e | 0.548 | physics     | True
  235 | 6256d7f4b909bf2b076dff74 | 0.548 | physics     | True
  236 | 68c665b01b1dbc16dc932aff | 0.548 | physics     | True
  237 | 68c80bbffb6b2f16e2d3c405 | 0.548 | physics     | True
  238 | 68c80bc01b1dbc16dc93c9c9 | 0.548 | physics     | True
  239 | 68c80cccfb6b2f16e2d3c52b | 0.548 | physics     | True
  240 | 68c814b4fb6b2f16e2d3ce2b | 0.548 | physics     | True
  241 | 6070694503586c5bd233c129 | 0.548 | physics     | True
  242 | 68f21bd7c21d9d5891884bc3 | 0.546 | mathematics | True
  243 | 68ce7e301bd98403d67462a2 | 0.545 | chemistry   | True
  244 | 622e07101f1d6050de014a87 | 0.545 | unknown     | True
  245 | 622e0ab91f1d6050de014b83 | 0.545 | unknown     | True
  246 | 622f2ebe1f1d6050de015fbd | 0.545 | unknown     | True
  247 | 622f0d66b70e4b50e4500a78 | 0.545 | unknown     | True
  248 | 622c95e9b70e4b50e44fdc10 | 0.545 | unknown     | True
  249 | 625820d1847cf5396f9946f3 | 0.545 | unknown     | True
  250 | 62582250847cf5396f994780 | 0.545 | unknown     | True
  251 | 68c80cc9fb6b2f16e2d3c529 | 0.545 | unknown     | True
  252 | 68c814adfb6b2f16e2d3ce27 | 0.545 | unknown     | True
  253 | 68cd57c86e572b03dc0cc90b | 0.545 | unknown     | True
  254 | 68f21ce8941cda588bc0442b | 0.545 | unknown     | True
  255 | 636fb99bec75cd488fa7587c | 0.543 | physics     | True
  256 | 6228afd21f1d6050de00b59c | 0.543 | physics     | True
  257 | 5f85b3832ec5e62fc2ebf0a9 | 0.540 | unknown     | True
  258 | 622f232e1f1d6050de015c3e | 0.540 | unknown     | True
  259 | 622f232eb70e4b50e4500ef3 | 0.540 | unknown     | True
  260 | 622f0a6eb70e4b50e4500a44 | 0.540 | unknown     | True
  261 | 6148c97295d67a549f43e9c1 | 0.540 | unknown     | True
  262 | 622df2591f1d6050de0147db | 0.540 | unknown     | True
  263 | 622df25ab70e4b50e44ff837 | 0.540 | unknown     | True
  264 | 6263e4a709f4fd65f58f48db | 0.540 | unknown     | True
  265 | 626442c8dd44e265ef928c04 | 0.540 | unknown     | True
  266 | 68c6658f1b1dbc16dc932ab6 | 0.540 | unknown     | True
  267 | 68c80ae6fb6b2f16e2d3c371 | 0.540 | unknown     | True
  268 | 68c8164f1b1dbc16dc93d4ad | 0.540 | unknown     | True
  269 | 640f0524b80044071f4a6002 | 0.540 | unknown     | True
  270 | 622c85511f1d6050de0128ae | 0.538 | physics     | True
  271 | 62396528b70e4b50e45162c8 | 0.537 | physics     | True
  272 | 622f0b85b70e4b50e4500a56 | 0.536 | physics     | True
  273 | 68dea5f4d0cda73d07e93a7e | 0.534 | unknown     | True
  274 | 623097371f1d6050de01a1d7 | 0.534 | chemistry   | True
  275 | 6232ffdd1f1d6050de01fa03 | 0.534 | chemistry   | True
  276 | 623214c1b70e4b50e45094c7 | 0.534 | chemistry   | True
  277 | 63a4a9164da70c3caaeb647f | 0.534 | chemistry   | True
  278 | 60ca4c206420652745f554fb | 0.533 | physics     | True
  279 | 622c5aa41f1d6050de01209c | 0.532 | mathematics | True
  280 | 622cc30bb70e4b50e44fe000 | 0.531 | physics     | True
  281 | 6229a9b8b70e4b50e44f9e2f | 0.531 | physics     | True
  282 | 622916a81f1d6050de00e307 | 0.531 | physics     | True
  283 | 6229be21b70e4b50e44fa012 | 0.531 | physics     | True
  284 | 6229cec91f1d6050de00f3cd | 0.531 | physics     | True
  285 | 6229bacd1f1d6050de00f21a | 0.531 | physics     | True
  286 | 66b32c333233157564eff768 | 0.531 | physics     | True
  287 | 60899163df5773734519b553 | 0.531 | physics     | True
  288 | 6228b34b1f1d6050de00b63f | 0.531 | physics     | True
  289 | 636fb9edec75cd488fa75886 | 0.531 | physics     | True
  290 | 636fba4bec75cd488fa758bf | 0.531 | physics     | True
  291 | 63c7cbb40689a115477eafbf | 0.531 | physics     | True
  292 | 622adedc1f1d6050de01082e | 0.531 | physics     | True
  293 | 625820d1847cf5396f9946f9 | 0.531 | physics     | True
  294 | 68c801b71b1dbc16dc93bf25 | 0.531 | physics     | True
  295 | 68c814bb1b1dbc16dc93d34a | 0.531 | physics     | True
  296 | 645a0825c2da61392244cf93 | 0.530 | unknown     | True
  297 | 640f0524a70a020725af18f5 | 0.527 | physics     | True
  298 | 622f2ebeb70e4b50e4501341 | 0.527 | physics     | True
  299 | 6229d4691f1d6050de00f417 | 0.527 | physics     | True
  300 | 622f0c78b70e4b50e4500a64 | 0.527 | physics     | True
  301 | 6236f9ab1f1d6050de026570 | 0.527 | physics     | True
  302 | 627f2bc58c37401a946f6aac | 0.527 | physics     | True
  303 | 623341fdb70e4b50e450b670 | 0.527 | physics     | True
  304 | 636283dbfd766b24f252c21f | 0.527 | physics     | True
  305 | 636283dbe3770c24f866e6d8 | 0.527 | physics     | True
  306 | 636aa4f0e3770c24f8684df5 | 0.527 | physics     | True
  307 | 636fb99bec75cd488fa7587e | 0.527 | physics     | True
  308 | 625d909d85dc5c7177265793 | 0.527 | physics     | True
  309 | 625d945991b8a8717d5188db | 0.527 | physics     | True
  310 | 68c7fff9fb6b2f16e2d3b7de | 0.527 | physics     | True
  311 | 68c801ba1b1dbc16dc93bf29 | 0.527 | physics     | True
  312 | 68c80ae71b1dbc16dc93c937 | 0.527 | physics     | True
  313 | 68c80bda1b1dbc16dc93c9d7 | 0.527 | physics     | True
  314 | 68c80c991b1dbc16dc93ca92 | 0.527 | physics     | True
  315 | 68c80cd21b1dbc16dc93cab8 | 0.527 | physics     | True
  316 | 68c80f081b1dbc16dc93cc5d | 0.527 | physics     | True
  317 | 68c8150dfb6b2f16e2d3ce7d | 0.527 | physics     | True
  318 | 68ce7e2e6e572b03dc0d696e | 0.527 | physics     | True
  319 | 62399cc4b70e4b50e4516edd | 0.524 | physics     | True
  320 | 68c8045b1b1dbc16dc93c20a | 0.520 | physics     | True
  321 | 68c814b61b1dbc16dc93d343 | 0.520 | physics     | True
  322 | 643e9353601c9b566701b837 | 0.515 | unknown     | True
  323 | 645a07e5c2da61392244cf88 | 0.515 | unknown     | True
  324 | 6228c438b70e4b50e44f57dc | 0.515 | unknown     | True
  325 | 626430a6dd44e265ef92852f | 0.515 | unknown     | True
  326 | 68e86fb66e45ba37dcc1603a | 0.515 | unknown     | True
  327 | 68c814ab1b1dbc16dc93d331 | 0.514 | physics     | True
  328 | 68c814b91b1dbc16dc93d348 | 0.514 | physics     | True
  329 | 68d4c5b7de05c26890372b66 | 0.510 | mathematics | True
  330 | 623363c7b70e4b50e450b81d | 0.510 | unknown     | True
  331 | 645a0f4bc2da61392244d0b6 | 0.508 | mathematics | True
  332 | 62b2fec6536b0512e5ec7433 | 0.508 | mathematics | True
  333 | 64590fa7c2da61392244ade7 | 0.506 | unknown     | True
  334 | 623302131f1d6050de01fa26 | 0.506 | unknown     | True
  335 | 68ee8e1e2ec87a18debad0c4 | 0.506 | unknown     | True
  336 | 68c80c9ffb6b2f16e2d3c50b | 0.503 | physics     | True
  337 | 645a0eec71d621392879854a | 0.502 | physics     | True
  338 | 645a0f4b71d621392879854c | 0.502 | physics     | True
  339 | 6458d53fc2da61392244a411 | 0.501 | mathematics | True
  340 | 6378788dd701b56ae7862eb9 | 0.496 | unknown     | True
  341 | 63a499fe1fa5e83cb0cd2ab7 | 0.496 | chemistry   | True
  342 | 6283ec87f00cbd10679897e2 | 0.495 | unknown     | True
  343 | 68c9b1be1b1dbc16dc94429c | 0.494 | chemistry   | True
  344 | 68c80e23fb6b2f16e2d3c640 | 0.492 | physics     | True
  345 | 6229b40bb70e4b50e44f9f44 | 0.489 | unknown     | True
  346 | 6228c438b70e4b50e44f57de | 0.489 | unknown     | True
  347 | 62b2b4a2d0c02e12eb29052f | 0.487 | mathematics | True
  348 | 62b2c9c6d0c02e12eb291734 | 0.486 | mathematics | True
  349 | 645a07e4c2da61392244cf86 | 0.485 | physics     | True
  350 | 68c800961b1dbc16dc93bdff | 0.483 | unknown     | True
  351 | 636aa4f0fd766b24f2542aef | 0.482 | physics     | True
  352 | 68c800c1fb6b2f16e2d3b8cf | 0.482 | physics     | True
  353 | 622a37a11f1d6050de0101f1 | 0.480 | physics     | True
  354 | 625c622585dc5c717726281e | 0.479 | mathematics | True
  355 | 626442c709f4fd65f58f6629 | 0.479 | mathematics | True
  356 | 64469657601c9b5667031003 | 0.478 | chemistry   | True
  357 | 636b7d2efd766b24f254467c | 0.478 | chemistry   | True
  358 | 68c802cffb6b2f16e2d3bafd | 0.473 | chemistry   | True
  359 | 622c6656b70e4b50e44fd3c0 | 0.473 | physics     | True
  360 | 6458d53fc2da61392244a413 | 0.473 | physics     | True
  361 | 64590fa771d6213928795b42 | 0.473 | physics     | True
  362 | 645a07e571d6213928798399 | 0.473 | physics     | True
  363 | 622f43ed1f1d6050de0162b0 | 0.473 | chemistry   | True
  364 | 64590f5d71d6213928795b34 | 0.471 | physics     | True
  365 | 68c80db71b1dbc16dc93cb4e | 0.471 | physics     | True
  366 | 68c9aae41b1dbc16dc943d10 | 0.471 | physics     | True
  367 | 68c80e1f1b1dbc16dc93cbb4 | 0.470 | physics     | True
  368 | 62b30087536b0512e5ec7449 | 0.470 | mathematics | True
  369 | 62b1f793d0c02e12eb28e273 | 0.470 | mathematics | True
  370 | 5fd1d23670e14d3cbd42367e | 0.468 | mathematics | True
  371 | 620f538beee769503490c2e5 | 0.466 | physics     | True
  372 | 6229e50d1f1d6050de00f76c | 0.466 | physics     | True
  373 | 68c81432fb6b2f16e2d3cd8a | 0.465 | chemistry   | True
  374 | 68c80e6a1b1dbc16dc93cbea | 0.464 | physics     | True
  375 | 622d87d6b70e4b50e44feee0 | 0.460 | unknown     | True
  376 | 635d45f9c0fbd530b1bf9c2e | 0.460 | unknown     | True
  377 | 62318bb81f1d6050de01ce82 | 0.459 | biology     | True
  378 | 68c809e2fb6b2f16e2d3c26d | 0.458 | unknown     | True
  379 | 6458d53f71d6213928795100 | 0.457 | physics     | True
  380 | 63c7cce10689a115477eaff8 | 0.457 | physics     | True
  381 | 6229c7841f1d6050de00f359 | 0.457 | physics     | True
  382 | 622c95e91f1d6050de012ac7 | 0.457 | physics     | True
  383 | 68c666161b1dbc16dc932b62 | 0.457 | physics     | True
  384 | 68c80e6bfb6b2f16e2d3c6ae | 0.457 | physics     | True
  385 | 637b6759d701b56ae786bac4 | 0.456 | biology     | True
  386 | 63c1541026da9a0bbb739ae3 | 0.455 | unknown     | True
  387 | 62396b7d1f1d6050de02b43a | 0.451 | physics     | True
  388 | 68c800c3fb6b2f16e2d3b8d3 | 0.451 | physics     | True
  389 | 622ee0931f1d6050de0153f1 | 0.451 | mathematics | True
  390 | 623961e7b70e4b50e451625f | 0.450 | unknown     | True
  391 | 602cfdb1285f92546b3fbfff | 0.449 | unknown     | False
  392 | 6283ec87ab75e6106d816b99 | 0.449 | unknown     | False
  393 | 62b20585536b0512e5ec09a8 | 0.449 | unknown     | False
  394 | 62b32f5a861cc33edb407628 | 0.448 | mathematics | True
  395 | 6360f8c8a89d3b30b8788bbc | 0.447 | mathematics | True
  396 | 622d0f8b1f1d6050de01379e | 0.447 | physics     | False
  397 | 63b42bc4a4889141b73b57fa | 0.447 | physics     | False
  398 | 68c800aa1b1dbc16dc93be11 | 0.446 | unknown     | False
  399 | 622d11f71f1d6050de0137c7 | 0.442 | mathematics | True
  400 | 622c650db70e4b50e44fd38d | 0.442 | mathematics | True
  401 | 622c650db70e4b50e44fd38f | 0.442 | mathematics | True
